Var1,Var2,r,se,p,n,Analysis,absZ
SmfqFull 8yr,AsqMotor 18mo,0.057,0.005,0,38275,FS,11.18
SpinFull 8yr,AsqMotor 18mo,0.06,0.005,0,37428,FS,11.54
SprakSeman 8yr,AsqMotor 18mo,0.082,0.007,0,22288,FS,12.24
CapeFullC 14yr,AsqMotor 18mo,0.011,0.007,0,18738,FS,1.51
PeqParenC 14yr,AsqMotor 18mo,0.003,0.007,0,18792,FS,0.41
SbSchooC 14yr,AsqMotor 18mo,-0.001,0.008,0,17159,FS,0.13
SclAnxieC 14yr,AsqMotor 18mo,0.012,0.008,0,17171,FS,1.58
SclDepreC 14yr,AsqMotor 18mo,0.009,0.008,0,17165,FS,1.18
SdqProsoC 14yr,AsqMotor 18mo,-0.03,0.008,0,14867,FS,3.66
SdqProsoM 14yr,AsqMotor 18mo,-0.059,0.009,0,12199,FS,6.56
SmfqFullC 14yr,AsqMotor 18mo,0.017,0.008,0,14873,FS,2.07
SmfqFullM 14yr,AsqMotor 18mo,0.059,0.009,0,12712,FS,6.7
SpinFullC 14yr,AsqMotor 18mo,0.022,0.008,0,14499,FS,2.65
SppaSociaC 14yr,AsqMotor 18mo,-0.066,0.007,0,18809,FS,9.04
SwlsFullC 14yr,AsqMotor 18mo,-0.035,0.007,0,18791,FS,4.79
YptiFullC 14yr,AsqMotor 18mo,-0.008,0.007,0,18673,FS,1.1
CbclInter 18mo,CbclExter 18mo,0.232,0.003,0,75646,FS,68.24
EasActiv 18mo,CbclExter 18mo,-0.316,0.003,0,75443,FS,95.76
EasEmoti 18mo,CbclExter 18mo,-0.352,0.003,0,75452,FS,110
EasShyne 18mo,CbclExter 18mo,0.016,0.004,4.53e-130,75439,FS,4.44
EasSocia 18mo,CbclExter 18mo,-0.007,0.004,0,75437,FS,1.94
AsqLangu 3yr,CbclExter 18mo,0.125,0.004,0,52366,FS,29.07
AsqMotor 3yr,CbclExter 18mo,0.081,0.004,0,52310,FS,18.84
CbclExter 3yr,CbclExter 18mo,0.447,0.004,9.51e-89,53367,FS,127.71
CbclInter 3yr,CbclExter 18mo,0.246,0.004,5.86e-252,53230,FS,60
CfqPress 3yr,CbclExter 18mo,0.141,0.004,0,52644,FS,32.79
CfqRestr 3yr,CbclExter 18mo,0.102,0.004,4.25e-145,52632,FS,23.72
EasActiv 3yr,CbclExter 18mo,-0.237,0.004,2.63e-100,53205,FS,57.8
EasEmoti 3yr,CbclExter 18mo,-0.255,0.004,0,53214,FS,62.2
EasShyne 3yr,CbclExter 18mo,0.024,0.004,1.18e-81,53200,FS,5.58
EasSocia 3yr,CbclExter 18mo,-0.004,0.004,2.25e-91,53201,FS,0.93
ItseaCompe 3yr,CbclExter 18mo,-0.141,0.004,0,53636,FS,33.57
ItseaDysre 3yr,CbclExter 18mo,0.12,0.004,0,53321,FS,27.91
ItseaExter 3yr,CbclExter 18mo,0.361,0.004,1.1125369296031e-308,53342,FS,95
ItseaInter 3yr,CbclExter 18mo,0.084,0.004,0,53324,FS,19.53
ScqRestr 3yr,CbclExter 18mo,-0.195,0.004,8.05e-109,53494,FS,46.43
ScqSocia 3yr,CbclExter 18mo,0.076,0.004,0,53532,FS,17.67
SdqProso 3yr,CbclExter 18mo,-0.183,0.004,0,53533,FS,43.57
AsqLangu 5yr,CbclExter 18mo,0.117,0.005,0,36487,FS,22.5
AsqMotor 5yr,CbclExter 18mo,-0.092,0.005,0,36493,FS,17.69
CastFull 5yr,CbclExter 18mo,-0.04,0.009,0,13503,FS,4.65
CbclExter 5yr,CbclExter 18mo,0.362,0.005,1.59e-178,37291,FS,80.44
CbclInter 5yr,CbclExter 18mo,0.182,0.005,1.14e-257,37209,FS,36.4
CccCoher 5yr,CbclExter 18mo,-0.203,0.005,1.86e-165,37384,FS,40.6
CprsrsFull 5yr,CbclExter 18mo,0.342,0.005,7.75e-196,37351,FS,74.35
EasActiv 5yr,CbclExter 18mo,0.203,0.005,7.69e-143,37179,FS,40.6
EasEmoti 5yr,CbclExter 18mo,-0.227,0.005,0,37185,FS,46.33
EasShyne 5yr,CbclExter 18mo,0.037,0.005,9.07e-137,37169,FS,7.12
EasSocia 5yr,CbclExter 18mo,-0.024,0.005,0,37175,FS,4.62
SlasFull 5yr,CbclExter 18mo,-0.068,0.01,0,9651,FS,6.73
SprakExpre 5yr,CbclExter 18mo,0.102,0.006,0,31541,FS,18.21
SprakRecep 5yr,CbclExter 18mo,0.189,0.005,0,31544,FS,35
SprakSeman 5yr,CbclExter 18mo,0.18,0.005,0,31559,FS,33.33
CccCoher 8yr,CbclExter 18mo,0.19,0.006,6.28e-136,27464,FS,32.76
CebqFull 8yr,CbclExter 18mo,0.099,0.005,1.24e-223,39236,FS,19.8
NhpicBenev 8yr,CbclExter 18mo,0.217,0.005,3.11e-90,39328,FS,45.21
NhpicConsc 8yr,CbclExter 18mo,-0.206,0.005,1.23e-88,39330,FS,42.92
RsdbdAdhd 8yr,CbclExter 18mo,0.297,0.005,1.1e-75,39359,FS,64.57
RsdbdCondu 8yr,CbclExter 18mo,0.155,0.005,0,39417,FS,31.63
RsdbdHyper 8yr,CbclExter 18mo,0.28,0.005,3.72e-224,39350,FS,60.87
RsdbdInatt 8yr,CbclExter 18mo,0.252,0.005,2.88e-122,39357,FS,53.62
RsdbdOdd 8yr,CbclExter 18mo,0.227,0.005,1.09e-192,39344,FS,47.29
ScaredFull 8yr,CbclExter 18mo,0.064,0.005,0,39370,FS,12.8
ScqRestr 8yr,CbclExter 18mo,-0.139,0.005,0,34298,FS,26.23
ScqSocia 8yr,CbclExter 18mo,0.04,0.005,5.23e-193,34323,FS,7.41
SmfqFull 8yr,CbclExter 18mo,0.186,0.005,0,39314,FS,37.96
SpinFull 8yr,CbclExter 18mo,0.125,0.005,0,38444,FS,25
SprakSeman 8yr,CbclExter 18mo,0.162,0.007,0,22766,FS,24.92
CapeFullC 14yr,CbclExter 18mo,0.007,0.007,1.18e-134,19278,FS,0.97
PeqParenC 14yr,CbclExter 18mo,-0.041,0.007,1.09e-81,19333,FS,5.69
SbSchooC 14yr,CbclExter 18mo,0.019,0.008,1.23e-71,17659,FS,2.53
SclAnxieC 14yr,CbclExter 18mo,0.009,0.008,0,17671,FS,1.2
SclDepreC 14yr,CbclExter 18mo,0.004,0.008,2.73e-131,17666,FS,0.53
SdqProsoC 14yr,CbclExter 18mo,-0.058,0.008,4.21e-46,15185,FS,7.16
SdqProsoM 14yr,CbclExter 18mo,-0.124,0.009,0,12432,FS,14.09
SmfqFullC 14yr,CbclExter 18mo,0.006,0.008,1.54e-52,15187,FS,0.74
SmfqFullM 14yr,CbclExter 18mo,0.086,0.009,0,12969,FS,9.89
SpinFullC 14yr,CbclExter 18mo,-0.004,0.008,1.37e-61,14806,FS,0.49
SppaSociaC 14yr,CbclExter 18mo,-0.001,0.007,3.85e-124,19352,FS,0.14
SwlsFullC 14yr,CbclExter 18mo,-0.01,0.007,2.09e-82,19335,FS,1.39
YptiFullC 14yr,CbclExter 18mo,0.079,0.007,8.02e-72,19205,FS,10.97
EasActiv 18mo,CbclInter 18mo,0.053,0.004,0,75250,FS,14.72
EasEmoti 18mo,CbclInter 18mo,-0.24,0.003,0,75259,FS,70.59
EasShyne 18mo,CbclInter 18mo,0.3,0.003,0,75247,FS,90.91
EasSocia 18mo,CbclInter 18mo,0.178,0.004,0,75245,FS,50.86
AsqLangu 3yr,CbclInter 18mo,0.093,0.004,0,52241,FS,21.63
AsqMotor 3yr,CbclInter 18mo,0.06,0.004,0,52186,FS,13.64
CbclExter 3yr,CbclInter 18mo,0.184,0.004,0,53233,FS,43.81
CbclInter 3yr,CbclInter 18mo,0.356,0.004,0,53232,FS,93.68
CfqPress 3yr,CbclInter 18mo,0.159,0.004,0,52512,FS,36.98
CfqRestr 3yr,CbclInter 18mo,0.061,0.004,0,52502,FS,14.19
EasActiv 3yr,CbclInter 18mo,0.027,0.004,0,53074,FS,6.28
EasEmoti 3yr,CbclInter 18mo,-0.169,0.004,0,53083,FS,40.24
EasShyne 3yr,CbclInter 18mo,0.192,0.004,0,53070,FS,45.71
EasSocia 3yr,CbclInter 18mo,0.122,0.004,0,53071,FS,28.37
ItseaCompe 3yr,CbclInter 18mo,-0.118,0.004,0,53503,FS,27.44
ItseaDysre 3yr,CbclInter 18mo,0.145,0.004,0,53189,FS,34.52
ItseaExter 3yr,CbclInter 18mo,0.129,0.004,0,53210,FS,30
ItseaInter 3yr,CbclInter 18mo,0.167,0.004,0,53191,FS,39.76
ScqRestr 3yr,CbclInter 18mo,-0.161,0.004,0,53363,FS,38.33
ScqSocia 3yr,CbclInter 18mo,0.066,0.004,0,53400,FS,15.35
SdqProso 3yr,CbclInter 18mo,-0.09,0.004,0,53399,FS,20.93
AsqLangu 5yr,CbclInter 18mo,0.073,0.005,0,36409,FS,14.04
AsqMotor 5yr,CbclInter 18mo,-0.072,0.005,0,36416,FS,13.85
CastFull 5yr,CbclInter 18mo,-0.013,0.009,0,13476,FS,1.51
CbclExter 5yr,CbclInter 18mo,0.151,0.005,0,37211,FS,29.61
CbclInter 5yr,CbclInter 18mo,0.268,0.005,0,37209,FS,55.83
CccCoher 5yr,CbclInter 18mo,-0.107,0.005,0,37304,FS,20.98
CprsrsFull 5yr,CbclInter 18mo,0.124,0.005,0,37270,FS,24.31
EasActiv 5yr,CbclInter 18mo,-0.006,0.005,0,37099,FS,1.15
EasEmoti 5yr,CbclInter 18mo,-0.142,0.005,0,37104,FS,27.84
EasShyne 5yr,CbclInter 18mo,0.17,0.005,0,37089,FS,34
EasSocia 5yr,CbclInter 18mo,0.078,0.005,0,37095,FS,15
SlasFull 5yr,CbclInter 18mo,-0.06,0.01,0,9629,FS,5.88
SprakExpre 5yr,CbclInter 18mo,0.092,0.006,0,31476,FS,16.43
SprakRecep 5yr,CbclInter 18mo,0.099,0.006,0,31479,FS,17.68
SprakSeman 5yr,CbclInter 18mo,0.116,0.006,0,31493,FS,20.71
CccCoher 8yr,CbclInter 18mo,0.121,0.006,0,27413,FS,20.17
CebqFull 8yr,CbclInter 18mo,0.078,0.005,0,39151,FS,15.6
NhpicBenev 8yr,CbclInter 18mo,0.099,0.005,0,39244,FS,19.8
NhpicConsc 8yr,CbclInter 18mo,-0.06,0.005,0,39246,FS,12
RsdbdAdhd 8yr,CbclInter 18mo,0.101,0.005,0,39274,FS,20.2
RsdbdCondu 8yr,CbclInter 18mo,0.033,0.005,0,39333,FS,6.6
RsdbdHyper 8yr,CbclInter 18mo,0.086,0.005,0,39265,FS,17.2
RsdbdInatt 8yr,CbclInter 18mo,0.095,0.005,0,39272,FS,19
RsdbdOdd 8yr,CbclInter 18mo,0.093,0.005,0,39259,FS,18.6
ScaredFull 8yr,CbclInter 18mo,0.127,0.005,0,39286,FS,25.4
ScqRestr 8yr,CbclInter 18mo,-0.131,0.005,0,34223,FS,24.72
ScqSocia 8yr,CbclInter 18mo,0.039,0.005,0,34247,FS,7.22
SmfqFull 8yr,CbclInter 18mo,0.115,0.005,0,39229,FS,23
SpinFull 8yr,CbclInter 18mo,0.122,0.005,0,38361,FS,24.4
SprakSeman 8yr,CbclInter 18mo,0.115,0.007,0,22729,FS,17.69
CapeFullC 14yr,CbclInter 18mo,0.03,0.007,0,19231,FS,4.17
PeqParenC 14yr,CbclInter 18mo,-0.019,0.007,0,19286,FS,2.64
SbSchooC 14yr,CbclInter 18mo,0.019,0.008,0,17618,FS,2.53
SclAnxieC 14yr,CbclInter 18mo,0.036,0.008,0,17630,FS,4.8
SclDepreC 14yr,CbclInter 18mo,0.024,0.008,0,17625,FS,3.2
SdqProsoC 14yr,CbclInter 18mo,-0.026,0.008,0,15150,FS,3.21
SdqProsoM 14yr,CbclInter 18mo,-0.076,0.009,0,12409,FS,8.54
SmfqFullC 14yr,CbclInter 18mo,0.016,0.008,0,15153,FS,1.98
SmfqFullM 14yr,CbclInter 18mo,0.076,0.009,0,12945,FS,8.74
SpinFullC 14yr,CbclInter 18mo,0.03,0.008,0,14774,FS,3.66
SppaSociaC 14yr,CbclInter 18mo,-0.037,0.007,0,19305,FS,5.14
SwlsFullC 14yr,CbclInter 18mo,-0.03,0.007,0,19288,FS,4.17
YptiFullC 14yr,CbclInter 18mo,0.012,0.007,0,19158,FS,1.67
EasEmoti 18mo,EasActiv 18mo,0.085,0.004,0,75479,FS,23.61
EasShyne 18mo,EasActiv 18mo,0.318,0.003,0,75457,FS,96.36
EasSocia 18mo,EasActiv 18mo,0.3,0.003,0,75460,FS,90.91
AsqLangu 3yr,EasActiv 18mo,0.028,0.004,0,52111,FS,6.36
AsqMotor 3yr,EasActiv 18mo,0.073,0.004,0,52055,FS,16.59
CbclExter 3yr,EasActiv 18mo,-0.181,0.004,0,53093,FS,43.1
CbclInter 3yr,EasActiv 18mo,0.009,0.004,0,52958,FS,2.09
CfqPress 3yr,EasActiv 18mo,-0.028,0.004,0,52388,FS,6.36
CfqRestr 3yr,EasActiv 18mo,0.013,0.004,0,52375,FS,2.95
EasActiv 3yr,EasActiv 18mo,0.525,0.003,0,53220,FS,169.35
EasEmoti 3yr,EasActiv 18mo,0.055,0.004,0,53221,FS,12.79
EasShyne 3yr,EasActiv 18mo,0.22,0.004,0,53202,FS,53.66
EasSocia 3yr,EasActiv 18mo,0.188,0.004,0,53206,FS,44.76
ItseaCompe 3yr,EasActiv 18mo,-0.009,0.004,0,53374,FS,2.09
ItseaDysre 3yr,EasActiv 18mo,-0.015,0.004,0,53060,FS,3.49
ItseaExter 3yr,EasActiv 18mo,-0.135,0.004,0,53081,FS,31.4
ItseaInter 3yr,EasActiv 18mo,0.051,0.004,0,53063,FS,11.86
ScqRestr 3yr,EasActiv 18mo,0.076,0.004,0,53234,FS,17.67
ScqSocia 3yr,EasActiv 18mo,0.05,0.004,0,53273,FS,11.63
SdqProso 3yr,EasActiv 18mo,-0.029,0.004,0,53272,FS,6.74
AsqLangu 5yr,EasActiv 18mo,0.033,0.005,0,36306,FS,6.35
AsqMotor 5yr,EasActiv 18mo,-0.048,0.005,0,36310,FS,9.23
CastFull 5yr,EasActiv 18mo,-0.001,0.009,0,13384,FS,0.12
CbclExter 5yr,EasActiv 18mo,-0.133,0.005,0,37102,FS,26.08
CbclInter 5yr,EasActiv 18mo,0.032,0.005,0,37021,FS,6.15
CccCoher 5yr,EasActiv 18mo,-0.035,0.005,0,37202,FS,6.73
CprsrsFull 5yr,EasActiv 18mo,-0.093,0.005,0,37168,FS,18.24
EasActiv 5yr,EasActiv 18mo,-0.401,0.004,0,37185,FS,91.14
EasEmoti 5yr,EasActiv 18mo,0.013,0.005,0,37184,FS,2.5
EasShyne 5yr,EasActiv 18mo,0.148,0.005,0,37167,FS,29.02
EasSocia 5yr,EasActiv 18mo,0.189,0.005,0,37174,FS,37.8
SlasFull 5yr,EasActiv 18mo,-0.066,0.01,0,9601,FS,6.47
SprakExpre 5yr,EasActiv 18mo,0.045,0.006,0,31394,FS,8.04
SprakRecep 5yr,EasActiv 18mo,0.015,0.006,0,31397,FS,2.68
SprakSeman 5yr,EasActiv 18mo,0.031,0.006,0,31411,FS,5.54
CccCoher 8yr,EasActiv 18mo,0.01,0.006,0,27335,FS,1.67
CebqFull 8yr,EasActiv 18mo,0.044,0.005,0,39016,FS,8.63
NhpicBenev 8yr,EasActiv 18mo,-0.053,0.005,0,39107,FS,10.6
NhpicConsc 8yr,EasActiv 18mo,0.006,0.005,0,39109,FS,1.18
RsdbdAdhd 8yr,EasActiv 18mo,-0.111,0.005,0,39138,FS,22.2
RsdbdCondu 8yr,EasActiv 18mo,-0.038,0.005,0,39196,FS,7.6
RsdbdHyper 8yr,EasActiv 18mo,-0.155,0.005,0,39129,FS,31.63
RsdbdInatt 8yr,EasActiv 18mo,-0.06,0.005,0,39136,FS,12
RsdbdOdd 8yr,EasActiv 18mo,-0.053,0.005,0,39123,FS,10.6
ScaredFull 8yr,EasActiv 18mo,0.029,0.005,0,39149,FS,5.8
ScqRestr 8yr,EasActiv 18mo,0.008,0.005,0,34117,FS,1.48
ScqSocia 8yr,EasActiv 18mo,-0.005,0.005,0,34142,FS,0.93
SmfqFull 8yr,EasActiv 18mo,-0.037,0.005,0,39095,FS,7.25
SpinFull 8yr,EasActiv 18mo,0.019,0.005,0,38227,FS,3.73
SprakSeman 8yr,EasActiv 18mo,0.043,0.007,0,22666,FS,6.52
CapeFullC 14yr,EasActiv 18mo,0.031,0.007,1.17e-269,19160,FS,4.31
PeqParenC 14yr,EasActiv 18mo,-0.008,0.007,2.62e-221,19214,FS,1.11
SbSchooC 14yr,EasActiv 18mo,-0.005,0.008,4.67e-191,17553,FS,0.67
SclAnxieC 14yr,EasActiv 18mo,0.029,0.008,0,17566,FS,3.87
SclDepreC 14yr,EasActiv 18mo,0.034,0.008,4.21e-253,17561,FS,4.53
SdqProsoC 14yr,EasActiv 18mo,0.017,0.008,9.72e-149,15098,FS,2.1
SdqProsoM 14yr,EasActiv 18mo,-0.027,0.009,0,12371,FS,3
SmfqFullC 14yr,EasActiv 18mo,0.033,0.008,4.46e-158,15100,FS,4.07
SmfqFullM 14yr,EasActiv 18mo,0.003,0.009,0,12899,FS,0.34
SpinFullC 14yr,EasActiv 18mo,0.04,0.008,4.69e-160,14720,FS,4.88
SppaSociaC 14yr,EasActiv 18mo,-0.054,0.007,1.5e-261,19233,FS,7.5
SwlsFullC 14yr,EasActiv 18mo,-0.033,0.007,3.26e-226,19216,FS,4.58
YptiFullC 14yr,EasActiv 18mo,-0.029,0.007,1.23e-204,19088,FS,4.03
EasShyne 18mo,EasEmoti 18mo,-0.238,0.003,0,75467,FS,70
EasSocia 18mo,EasEmoti 18mo,-0.072,0.004,0,75468,FS,20
AsqLangu 3yr,EasEmoti 18mo,-0.058,0.004,0,52117,FS,13.18
AsqMotor 3yr,EasEmoti 18mo,-0.056,0.004,0,52061,FS,12.73
CbclExter 3yr,EasEmoti 18mo,-0.294,0.004,0,53100,FS,73.5
CbclInter 3yr,EasEmoti 18mo,-0.231,0.004,0,52965,FS,56.34
CfqPress 3yr,EasEmoti 18mo,-0.074,0.004,0,52395,FS,17.21
CfqRestr 3yr,EasEmoti 18mo,-0.065,0.004,0,52382,FS,14.77
EasActiv 3yr,EasEmoti 18mo,0.047,0.004,0,53219,FS,10.93
EasEmoti 3yr,EasEmoti 18mo,0.422,0.004,0,53229,FS,117.22
EasShyne 3yr,EasEmoti 18mo,-0.139,0.004,0,53210,FS,32.33
EasSocia 3yr,EasEmoti 18mo,-0.062,0.004,0,53213,FS,14.42
ItseaCompe 3yr,EasEmoti 18mo,0.075,0.004,0,53381,FS,17.44
ItseaDysre 3yr,EasEmoti 18mo,-0.083,0.004,0,53067,FS,19.3
ItseaExter 3yr,EasEmoti 18mo,-0.227,0.004,0,53088,FS,55.37
ItseaInter 3yr,EasEmoti 18mo,-0.087,0.004,0,53070,FS,20.23
ScqRestr 3yr,EasEmoti 18mo,0.1,0.004,0,53241,FS,23.26
ScqSocia 3yr,EasEmoti 18mo,-0.038,0.004,0,53280,FS,8.84
SdqProso 3yr,EasEmoti 18mo,0.132,0.004,0,53279,FS,30.7
AsqLangu 5yr,EasEmoti 18mo,-0.053,0.005,0,36313,FS,10.19
AsqMotor 5yr,EasEmoti 18mo,0.04,0.005,0,36317,FS,7.69
CastFull 5yr,EasEmoti 18mo,-0.005,0.009,0,13387,FS,0.58
CbclExter 5yr,EasEmoti 18mo,-0.211,0.005,0,37109,FS,42.2
CbclInter 5yr,EasEmoti 18mo,-0.17,0.005,0,37027,FS,34
CccCoher 5yr,EasEmoti 18mo,0.106,0.005,0,37209,FS,20.78
CprsrsFull 5yr,EasEmoti 18mo,-0.162,0.005,0,37175,FS,31.76
EasActiv 5yr,EasEmoti 18mo,-0.048,0.005,0,37185,FS,9.23
EasEmoti 5yr,EasEmoti 18mo,0.321,0.005,0,37191,FS,69.78
EasShyne 5yr,EasEmoti 18mo,-0.113,0.005,0,37174,FS,22.16
EasSocia 5yr,EasEmoti 18mo,-0.032,0.005,0,37180,FS,6.15
SlasFull 5yr,EasEmoti 18mo,0.001,0.01,0,9603,FS,0.1
SprakExpre 5yr,EasEmoti 18mo,-0.071,0.006,0,31400,FS,12.68
SprakRecep 5yr,EasEmoti 18mo,-0.111,0.006,0,31403,FS,19.82
SprakSeman 5yr,EasEmoti 18mo,-0.11,0.006,0,31417,FS,19.64
CccCoher 8yr,EasEmoti 18mo,-0.099,0.006,0,27336,FS,16.5
CebqFull 8yr,EasEmoti 18mo,-0.073,0.005,0,39017,FS,14.6
NhpicBenev 8yr,EasEmoti 18mo,-0.183,0.005,0,39108,FS,37.35
NhpicConsc 8yr,EasEmoti 18mo,0.108,0.005,0,39110,FS,21.6
RsdbdAdhd 8yr,EasEmoti 18mo,-0.141,0.005,0,39139,FS,28.2
RsdbdCondu 8yr,EasEmoti 18mo,-0.081,0.005,0,39197,FS,16.2
RsdbdHyper 8yr,EasEmoti 18mo,-0.123,0.005,0,39130,FS,24.6
RsdbdInatt 8yr,EasEmoti 18mo,-0.122,0.005,0,39137,FS,24.4
RsdbdOdd 8yr,EasEmoti 18mo,-0.184,0.005,0,39124,FS,37.55
ScaredFull 8yr,EasEmoti 18mo,-0.073,0.005,0,39150,FS,14.6
ScqRestr 8yr,EasEmoti 18mo,0.075,0.005,0,34118,FS,13.89
ScqSocia 8yr,EasEmoti 18mo,-0.011,0.005,0,34143,FS,2.04
SmfqFull 8yr,EasEmoti 18mo,-0.124,0.005,0,39096,FS,24.8
SpinFull 8yr,EasEmoti 18mo,-0.101,0.005,0,38228,FS,19.8
SprakSeman 8yr,EasEmoti 18mo,-0.098,0.007,0,22666,FS,14.85
CapeFullC 14yr,EasEmoti 18mo,-0.017,0.007,0,19161,FS,2.36
PeqParenC 14yr,EasEmoti 18mo,0.03,0.007,0,19215,FS,4.17
SbSchooC 14yr,EasEmoti 18mo,-0.023,0.008,0,17554,FS,3.07
SclAnxieC 14yr,EasEmoti 18mo,-0.023,0.008,0,17567,FS,3.07
SclDepreC 14yr,EasEmoti 18mo,-0.02,0.008,0,17562,FS,2.67
SdqProsoC 14yr,EasEmoti 18mo,0.032,0.008,5.77e-268,15098,FS,3.95
SdqProsoM 14yr,EasEmoti 18mo,0.098,0.009,0,12372,FS,11.01
SmfqFullC 14yr,EasEmoti 18mo,-0.025,0.008,2.28e-280,15100,FS,3.09
SmfqFullM 14yr,EasEmoti 18mo,-0.069,0.009,0,12899,FS,7.84
SpinFullC 14yr,EasEmoti 18mo,-0.01,0.008,3.74e-281,14720,FS,1.22
SppaSociaC 14yr,EasEmoti 18mo,0.021,0.007,0,19234,FS,2.92
SwlsFullC 14yr,EasEmoti 18mo,0.024,0.007,0,19217,FS,3.33
YptiFullC 14yr,EasEmoti 18mo,-0.046,0.007,0,19089,FS,6.39
EasSocia 18mo,EasShyne 18mo,0.777,0.001,0,75462,FS,555
AsqLangu 3yr,EasShyne 18mo,0.067,0.004,0,52103,FS,15.23
AsqMotor 3yr,EasShyne 18mo,0.059,0.004,0,52047,FS,13.41
CbclExter 3yr,EasShyne 18mo,0.024,0.004,4.22e-24,53092,FS,5.58
CbclInter 3yr,EasShyne 18mo,0.173,0.004,4.85e-219,52957,FS,41.19
CfqPress 3yr,EasShyne 18mo,0.035,0.004,0,52385,FS,7.95
CfqRestr 3yr,EasShyne 18mo,0.034,0.004,2.26e-81,52373,FS,7.73
EasActiv 3yr,EasShyne 18mo,0.191,0.004,7.32e-46,53204,FS,45.48
EasEmoti 3yr,EasShyne 18mo,-0.119,0.004,0,53214,FS,27.67
EasShyne 3yr,EasShyne 18mo,0.489,0.003,2.54e-46,53211,FS,148.18
EasSocia 3yr,EasShyne 18mo,0.399,0.004,6.49e-62,53208,FS,110.83
ItseaCompe 3yr,EasShyne 18mo,-0.051,0.004,0,53369,FS,11.86
ItseaDysre 3yr,EasShyne 18mo,0.037,0.004,0,53056,FS,8.6
ItseaExter 3yr,EasShyne 18mo,-0.01,0.004,7.33e-258,53077,FS,2.33
ItseaInter 3yr,EasShyne 18mo,0.069,0.004,0,53058,FS,16.05
ScqRestr 3yr,EasShyne 18mo,-0.011,0.004,2.89e-54,53227,FS,2.56
ScqSocia 3yr,EasShyne 18mo,0.086,0.004,0,53266,FS,20
SdqProso 3yr,EasShyne 18mo,-0.118,0.004,0,53265,FS,27.44
AsqLangu 5yr,EasShyne 18mo,0.066,0.005,0,36305,FS,12.69
AsqMotor 5yr,EasShyne 18mo,-0.034,0.005,0,36309,FS,6.54
CastFull 5yr,EasShyne 18mo,-0.028,0.009,0,13383,FS,3.26
CbclExter 5yr,EasShyne 18mo,0.007,0.005,2.94e-120,37101,FS,1.35
CbclInter 5yr,EasShyne 18mo,0.147,0.005,7.78e-209,37020,FS,28.82
CccCoher 5yr,EasShyne 18mo,-0.094,0.005,1.8e-98,37201,FS,18.43
CprsrsFull 5yr,EasShyne 18mo,0.004,0.005,8.4e-147,37167,FS,0.77
EasActiv 5yr,EasShyne 18mo,-0.137,0.005,6.25e-95,37176,FS,26.86
EasEmoti 5yr,EasShyne 18mo,-0.086,0.005,0,37182,FS,16.86
EasShyne 5yr,EasShyne 18mo,0.393,0.004,8.05e-81,37175,FS,89.32
EasSocia 5yr,EasShyne 18mo,0.283,0.005,0,37178,FS,58.96
SlasFull 5yr,EasShyne 18mo,-0.024,0.01,0,9599,FS,2.35
SprakExpre 5yr,EasShyne 18mo,0.108,0.006,0,31394,FS,19.29
SprakRecep 5yr,EasShyne 18mo,0.076,0.006,0,31397,FS,13.57
SprakSeman 5yr,EasShyne 18mo,0.097,0.006,0,31411,FS,17.32
CccCoher 8yr,EasShyne 18mo,0.075,0.006,6.61e-76,27332,FS,12.5
CebqFull 8yr,EasShyne 18mo,0.087,0.005,3.11e-171,39010,FS,17.4
NhpicBenev 8yr,EasShyne 18mo,0.042,0.005,1.8e-40,39102,FS,8.4
NhpicConsc 8yr,EasShyne 18mo,-0.04,0.005,1.08e-38,39104,FS,8
RsdbdAdhd 8yr,EasShyne 18mo,-0.035,0.005,1.22e-19,39133,FS,7
RsdbdCondu 8yr,EasShyne 18mo,-0.006,0.005,0,39190,FS,1.18
RsdbdHyper 8yr,EasShyne 18mo,-0.052,0.005,3.87e-174,39124,FS,10.4
RsdbdInatt 8yr,EasShyne 18mo,-0.016,0.005,1.37e-77,39131,FS,3.14
RsdbdOdd 8yr,EasShyne 18mo,0.015,0.005,7.7e-142,39118,FS,2.94
ScaredFull 8yr,EasShyne 18mo,0.091,0.005,0,39144,FS,18.2
ScqRestr 8yr,EasShyne 18mo,-0.034,0.005,0,34113,FS,6.3
ScqSocia 8yr,EasShyne 18mo,0.021,0.005,1.49e-139,34138,FS,3.89
SmfqFull 8yr,EasShyne 18mo,0.022,0.005,0,39089,FS,4.31
SpinFull 8yr,EasShyne 18mo,0.101,0.005,0,38222,FS,19.8
SprakSeman 8yr,EasShyne 18mo,0.095,0.007,0,22662,FS,14.39
CapeFullC 14yr,EasShyne 18mo,0.007,0.007,1.02e-93,19158,FS,0.97
PeqParenC 14yr,EasShyne 18mo,-0.003,0.007,4.47e-43,19212,FS,0.42
SbSchooC 14yr,EasShyne 18mo,0.001,0.008,3.48e-29,17551,FS,0.13
SclAnxieC 14yr,EasShyne 18mo,0.022,0.008,1.44e-279,17564,FS,2.93
SclDepreC 14yr,EasShyne 18mo,0.01,0.008,5.56e-87,17559,FS,1.33
SdqProsoC 14yr,EasShyne 18mo,-0.027,0.008,3.4e-11,15096,FS,3.33
SdqProsoM 14yr,EasShyne 18mo,-0.094,0.009,0,12370,FS,10.56
SmfqFullC 14yr,EasShyne 18mo,0,0.008,8.67e-18,15099,FS,0
